,Home Team,Away Team,Score,Half Time Score,Match Excitement,Home Team Rating,Away Team Rating,Home Team Possession %,Away Team Possession %,Home Team Off Target Shots,Home Team On Target Shots,Home Team Total Shots,Home Team Blocked Shots,Home Team Corners,Home Team Throw Ins,Home Team Pass Success %,Home Team Aerials Won,Home Team Clearances,Home Team Fouls,Home Team Yellow Cards,Home Team Second Yellow Cards,Home Team Red Cards,Away Team Off Target Shots,Away Team On Target Shots,Away Team Total Shots,Away Team Blocked Shots,Away Team Corners,Away Team Throw Ins,Away Team Pass Success %,Away Team Aerials Won,Away Team Clearances,Away Team Fouls,Away Team Yellow Cards,Away Team Second Yellow Cards,Away Team Red Cards,Home Team Goals Scored,Away Team Goals Scored,Home Team Goals Conceeded,Away Team Goals Conceeded,year
1552,REAL SOCIEDAD,BARCELONA,1-2,1-0,5.6,6.2,7.2,31,69,2.0,5.0,8.0,1.0,1.0,18.0,76.0,10.0,17.0,18.0,1.0,0.0,0.0,5.0,6.0,12.0,1.0,6.0,15.0,88.0,14.0,5.0,8.0,1.0,0.0,0.0,1,2,2,1,2018
1553,VALENCIA,REAL BETIS,0-0,0-0,3.2,5.5,7.1,39,61,7.0,2.0,12.0,3.0,5.0,19.0,80.0,16.0,7.0,22.0,6.0,0.0,0.0,4.0,6.0,11.0,1.0,4.0,9.0,90.0,8.0,27.0,9.0,3.0,0.0,0.0,0,0,0,0,2018
1554,ATHLETIC,REAL MADRID,1-1,1-0,5.0,6.1,6.5,40,60,6.0,4.0,12.0,2.0,1.0,11.0,82.0,14.0,22.0,19.0,6.0,0.0,0.0,9.0,6.0,16.0,1.0,2.0,26.0,88.0,12.0,9.0,7.0,2.0,0.0,0.0,1,1,1,1,2018
1555,LEGANÉS,VILLARREAL,0-1,0-0,3.7,5.0,6.2,46,54,9.0,3.0,16.0,4.0,6.0,21.0,80.0,19.0,9.0,16.0,4.0,0.0,0.0,5.0,3.0,9.0,1.0,1.0,15.0,83.0,15.0,26.0,9.0,3.0,0.0,0.0,0,1,1,0,2018
1556,ESPANYOL,LEVANTE,1-0,0-0,4.6,6.9,5.3,57,43,12.0,9.0,23.0,2.0,5.0,17.0,83.0,14.0,11.0,17.0,1.0,0.0,0.0,8.0,4.0,16.0,4.0,4.0,20.0,77.0,13.0,14.0,13.0,2.0,0.0,0.0,1,0,0,1,2018
1557,VALLADOLID,ALAVÉS,0-1,0-0,4.2,5.7,6.8,58,42,6.0,5.0,15.0,4.0,7.0,18.0,84.0,22.0,18.0,9.0,3.0,0.0,0.0,4.0,4.0,10.0,2.0,2.0,24.0,77.0,21.0,30.0,12.0,2.0,0.0,0.0,0,1,1,0,2018
1558,SEVILLA FC,GETAFE,0-2,0-2,4.0,5.0,6.8,70,30,9.0,1.0,15.0,5.0,7.0,23.0,82.0,17.0,8.0,10.0,3.0,0.0,0.0,4.0,5.0,10.0,1.0,1.0,18.0,65.0,17.0,48.0,22.0,6.0,0.0,0.0,0,2,2,0,2018
1559,GIRONA,CELTA,3-2,2-1,8.9,7.0,5.0,34,66,5.0,6.0,11.0,0.0,3.0,7.0,73.0,17.0,23.0,15.0,1.0,0.0,0.0,5.0,7.0,20.0,8.0,1.0,29.0,89.0,26.0,12.0,11.0,2.0,1.0,0.0,3,2,2,3,2018
1560,HUESCA,REAL SOCIEDAD,0-1,0-0,3.5,5.8,5.8,48,52,9.0,3.0,13.0,1.0,7.0,28.0,78.0,26.0,19.0,16.0,5.0,0.0,0.0,4.0,1.0,7.0,2.0,5.0,19.0,79.0,28.0,26.0,12.0,2.0,1.0,1.0,0,1,1,0,2018
1561,RAYO VALLECANO,ALAVÉS,1-5,1-2,6.7,4.5,7.9,52,48,7.0,4.0,13.0,2.0,8.0,21.0,83.0,13.0,16.0,14.0,1.0,0.0,1.0,2.0,7.0,11.0,2.0,4.0,17.0,79.0,11.0,19.0,12.0,2.0,0.0,0.0,1,5,5,1,2018
1562,CELTA,VALLADOLID,3-3,2-1,9.3,6.7,6.7,47,53,3.0,5.0,12.0,4.0,7.0,10.0,81.0,20.0,23.0,9.0,2.0,0.0,0.0,4.0,4.0,14.0,6.0,8.0,17.0,81.0,13.0,13.0,11.0,2.0,0.0,0.0,3,3,3,3,2018
1563,EIBAR,LEGANÉS,1-0,0-0,3.2,6.2,5.5,57,43,8.0,3.0,14.0,3.0,5.0,27.0,68.0,36.0,15.0,16.0,1.0,0.0,0.0,2.0,2.0,4.0,0.0,2.0,26.0,58.0,47.0,27.0,17.0,1.0,0.0,0.0,1,0,0,1,2018
1564,GETAFE,ATLETICO MADRID,0-2,0-1,4.3,5.1,7.2,41,59,5.0,2.0,11.0,4.0,1.0,21.0,74.0,11.0,20.0,12.0,1.0,0.0,1.0,2.0,5.0,7.0,0.0,5.0,23.0,81.0,18.0,23.0,15.0,2.0,0.0,0.0,0,2,2,0,2018
1565,REAL MADRID,ESPANYOL,1-0,1-0,4.3,7.0,6.0,65,35,8.0,5.0,19.0,6.0,8.0,17.0,90.0,5.0,7.0,5.0,2.0,0.0,0.0,4.0,3.0,10.0,3.0,3.0,22.0,82.0,9.0,30.0,16.0,2.0,0.0,0.0,1,0,0,1,2018
1566,LEVANTE,SEVILLA FC,2-6,1-4,9.6,4.5,7.3,48,52,4.0,11.0,19.0,4.0,8.0,16.0,86.0,7.0,8.0,5.0,1.0,0.0,0.0,5.0,9.0,20.0,6.0,4.0,7.0,85.0,10.0,26.0,18.0,1.0,0.0,0.0,2,6,6,2,2018
1567,VILLARREAL,VALENCIA,0-0,0-0,2.8,6.4,6.7,55,45,3.0,1.0,11.0,7.0,8.0,18.0,88.0,8.0,25.0,12.0,4.0,0.0,0.0,4.0,2.0,11.0,5.0,6.0,23.0,84.0,6.0,29.0,12.0,1.0,0.0,1.0,0,0,0,0,2018
1568,REAL BETIS,ATHLETIC,2-2,0-2,7.1,6.2,6.0,71,29,5.0,4.0,16.0,7.0,6.0,17.0,89.0,11.0,5.0,13.0,2.0,0.0,0.0,1.0,4.0,7.0,2.0,1.0,16.0,72.0,10.0,30.0,20.0,6.0,1.0,0.0,2,2,2,2,2018
1569,BARCELONA,GIRONA,2-2,1-1,9.2,5.9,6.8,67,33,4.0,11.0,22.0,7.0,8.0,14.0,91.0,10.0,4.0,9.0,3.0,0.0,1.0,1.0,6.0,7.0,0.0,2.0,13.0,79.0,6.0,17.0,16.0,5.0,0.0,0.0,2,2,2,2,2018
1570,ESPANYOL,EIBAR,1-0,0-0,3.0,6.9,5.4,46,54,3.0,5.0,9.0,1.0,4.0,20.0,75.0,31.0,27.0,9.0,2.0,0.0,0.0,6.0,1.0,8.0,1.0,3.0,36.0,75.0,17.0,13.0,8.0,2.0,0.0,0.0,1,0,0,1,2018
1571,REAL SOCIEDAD,RAYO VALLECANO,2-2,1-2,8.1,5.8,6.7,56,44,7.0,6.0,16.0,3.0,8.0,20.0,83.0,22.0,11.0,12.0,4.0,0.0,0.0,4.0,5.0,10.0,1.0,5.0,17.0,79.0,14.0,21.0,18.0,3.0,0.0,0.0,2,2,2,2,2018
1572,ATLETICO MADRID,HUESCA,3-0,3-0,4.9,7.6,5.4,59,41,6.0,5.0,17.0,6.0,4.0,17.0,91.0,7.0,10.0,1.0,0.0,0.0,0.0,4.0,1.0,8.0,3.0,3.0,21.0,86.0,8.0,14.0,14.0,2.0,0.0,0.0,3,0,0,3,2018
1573,ATHLETIC,VILLARREAL,0-3,0-0,5.9,5.3,7.8,67,33,7.0,2.0,12.0,3.0,6.0,17.0,88.0,18.0,9.0,3.0,1.0,0.0,0.0,8.0,6.0,19.0,5.0,4.0,22.0,76.0,11.0,26.0,14.0,1.0,0.0,0.0,0,3,3,0,2018
1574,LEGANÉS,BARCELONA,2-1,0-1,6.1,6.9,5.9,22,78,2.0,6.0,10.0,2.0,4.0,22.0,69.0,10.0,22.0,15.0,4.0,0.0,0.0,4.0,5.0,9.0,0.0,5.0,26.0,90.0,14.0,19.0,11.0,2.0,0.0,0.0,2,1,1,2,2018
1575,SEVILLA FC,REAL MADRID,3-0,3-0,6.6,7.6,5.1,40,60,5.0,7.0,16.0,4.0,5.0,9.0,83.0,10.0,26.0,16.0,3.0,0.0,0.0,12.0,3.0,21.0,6.0,6.0,18.0,89.0,15.0,14.0,12.0,4.0,0.0,0.0,3,0,0,3,2018
1576,VALENCIA,CELTA,1-1,1-0,4.6,6.3,6.4,37,63,8.0,5.0,14.0,1.0,0.0,10.0,79.0,10.0,17.0,18.0,1.0,0.0,0.0,4.0,3.0,9.0,2.0,2.0,15.0,88.0,12.0,12.0,7.0,3.0,0.0,0.0,1,1,1,1,2018
1577,VALLADOLID,LEVANTE,2-1,0-0,6.3,6.9,5.5,65,35,9.0,6.0,20.0,5.0,8.0,24.0,87.0,8.0,17.0,17.0,1.0,0.0,0.0,1.0,4.0,9.0,4.0,6.0,17.0,73.0,15.0,28.0,10.0,3.0,1.0,0.0,2,1,1,2,2018
1578,ALAVÉS,GETAFE,1-1,0-0,5.5,5.5,6.0,49,51,8.0,2.0,15.0,5.0,5.0,25.0,61.0,42.0,32.0,9.0,4.0,0.0,0.0,5.0,5.0,13.0,3.0,7.0,27.0,59.0,38.0,28.0,22.0,2.0,0.0,0.0,1,1,1,1,2018
1579,GIRONA,REAL BETIS,0-1,0-0,3.9,5.5,6.8,35,65,5.0,2.0,8.0,1.0,5.0,15.0,77.0,12.0,18.0,18.0,1.0,0.0,0.0,6.0,6.0,14.0,2.0,1.0,25.0,87.0,13.0,17.0,14.0,3.0,0.0,0.0,0,1,1,0,2018
1580,RAYO VALLECANO,ESPANYOL,2-2,1-2,7.2,6.7,5.7,53,47,3.0,5.0,11.0,3.0,5.0,17.0,84.0,10.0,25.0,13.0,3.0,0.0,0.0,3.0,5.0,12.0,4.0,3.0,32.0,79.0,8.0,19.0,16.0,3.0,0.0,0.0,2,2,2,2,2018
1581,REAL SOCIEDAD,VALENCIA,0-1,0-1,3.6,5.7,6.1,54,46,4.0,5.0,10.0,1.0,3.0,22.0,82.0,14.0,10.0,13.0,3.0,0.0,0.0,5.0,2.0,9.0,2.0,0.0,18.0,78.0,6.0,17.0,18.0,5.0,0.0,0.0,0,1,1,0,2018
1582,BARCELONA,ATHLETIC,1-1,0-1,5.5,6.8,5.8,70,30,8.0,8.0,20.0,4.0,4.0,26.0,84.0,19.0,8.0,9.0,3.0,0.0,0.0,3.0,2.0,8.0,3.0,3.0,16.0,62.0,15.0,29.0,18.0,3.0,0.0,0.0,1,1,1,1,2018
1583,EIBAR,SEVILLA FC,1-3,0-0,6.6,4.5,7.0,64,36,12.0,2.0,16.0,2.0,6.0,25.0,80.0,25.0,8.0,16.0,2.0,0.0,0.0,1.0,5.0,7.0,1.0,3.0,23.0,64.0,25.0,41.0,9.0,3.0,0.0,0.0,1,3,3,1,2018
1584,REAL MADRID,ATLETICO MADRID,0-0,0-0,3.2,6.5,6.2,66,34,6.0,6.0,15.0,3.0,8.0,19.0,89.0,17.0,19.0,7.0,3.0,0.0,0.0,4.0,3.0,8.0,1.0,6.0,18.0,79.0,8.0,31.0,17.0,4.0,0.0,0.0,0,0,0,0,2018
1585,HUESCA,GIRONA,1-1,0-1,4.7,6.4,6.2,52,48,6.0,6.0,13.0,1.0,5.0,18.0,82.0,21.0,18.0,14.0,4.0,0.0,0.0,7.0,3.0,13.0,3.0,5.0,15.0,79.0,20.0,20.0,14.0,2.0,0.0,0.0,1,1,1,1,2018
1586,VILLARREAL,VALLADOLID,0-1,0-0,4.8,5.7,6.1,62,38,11.0,7.0,26.0,8.0,7.0,27.0,86.0,24.0,7.0,17.0,3.0,0.0,0.0,3.0,3.0,9.0,3.0,2.0,12.0,76.0,9.0,28.0,12.0,3.0,0.0,0.0,0,1,1,0,2018
1587,LEVANTE,ALAVÉS,2-1,2-1,5.5,6.2,5.6,48,52,11.0,3.0,14.0,0.0,9.0,21.0,70.0,19.0,13.0,22.0,7.0,0.0,0.0,8.0,2.0,13.0,3.0,4.0,26.0,70.0,20.0,19.0,19.0,1.0,0.0,0.0,2,1,1,2,2018
1588,REAL BETIS,LEGANÉS,1-0,0-0,4.0,6.5,6.0,82,18,5.0,4.0,17.0,8.0,7.0,21.0,91.0,17.0,8.0,7.0,0.0,0.0,0.0,4.0,5.0,11.0,2.0,1.0,14.0,56.0,27.0,28.0,10.0,4.0,0.0,0.0,1,0,0,1,2018
1589,CELTA,GETAFE,1-1,1-0,4.2,5.9,6.5,53,47,4.0,2.0,8.0,2.0,3.0,16.0,73.0,35.0,27.0,13.0,2.0,0.0,0.0,6.0,4.0,12.0,2.0,9.0,23.0,67.0,31.0,18.0,15.0,2.0,0.0,0.0,1,1,1,1,2018
1590,ATHLETIC,REAL SOCIEDAD,1-3,1-1,5.5,4.7,6.9,69,31,5.0,5.0,13.0,3.0,11.0,36.0,84.0,28.0,5.0,15.0,6.0,0.0,0.0,3.0,3.0,6.0,0.0,0.0,13.0,66.0,24.0,38.0,19.0,5.0,0.0,0.0,1,3,3,1,2018
1591,GIRONA,EIBAR,2-3,2-2,7.1,5.2,6.3,52,48,4.0,3.0,10.0,3.0,4.0,22.0,71.0,37.0,30.0,9.0,3.0,0.0,0.0,6.0,4.0,12.0,2.0,9.0,25.0,66.0,22.0,21.0,17.0,6.0,0.0,0.0,2,3,3,2,2018
1592,GETAFE,LEVANTE,0-1,0-0,3.8,5.4,6.5,55,45,6.0,4.0,15.0,5.0,10.0,25.0,71.0,15.0,13.0,17.0,4.0,0.0,1.0,6.0,3.0,12.0,3.0,2.0,26.0,68.0,21.0,28.0,18.0,5.0,0.0,0.0,0,1,1,0,2018
1593,ALAVÉS,REAL MADRID,1-0,0-0,3.9,6.8,6.1,30,70,3.0,4.0,8.0,1.0,4.0,17.0,68.0,20.0,25.0,20.0,1.0,0.0,0.0,4.0,6.0,13.0,3.0,3.0,16.0,88.0,20.0,14.0,10.0,0.0,0.0,0.0,1,0,0,1,2018
1594,LEGANÉS,RAYO VALLECANO,1-0,1-0,3.6,6.6,5.5,35,65,5.0,4.0,13.0,4.0,6.0,21.0,68.0,18.0,28.0,12.0,1.0,0.0,0.0,2.0,2.0,6.0,2.0,4.0,22.0,83.0,9.0,20.0,12.0,3.0,1.0,0.0,1,0,0,1,2018
1595,VALLADOLID,HUESCA,1-0,1-0,2.8,6.5,5.7,43,57,3.0,3.0,9.0,3.0,6.0,24.0,76.0,17.0,26.0,9.0,1.0,0.0,0.0,7.0,1.0,11.0,3.0,2.0,23.0,81.0,27.0,8.0,13.0,2.0,0.0,0.0,1,0,0,1,2018
1596,ATLETICO MADRID,REAL BETIS,1-0,0-0,3.3,6.4,6.1,36,64,8.0,4.0,13.0,1.0,6.0,21.0,77.0,13.0,11.0,16.0,5.0,0.0,0.0,3.0,0.0,5.0,2.0,4.0,16.0,87.0,7.0,22.0,10.0,3.0,0.0,0.0,1,0,0,1,2018
1597,SEVILLA FC,CELTA,2-1,1-0,6.1,6.6,5.8,52,48,8.0,3.0,12.0,1.0,8.0,8.0,84.0,22.0,21.0,14.0,3.0,0.0,0.0,3.0,5.0,12.0,4.0,8.0,10.0,81.0,17.0,25.0,9.0,3.0,1.0,0.0,2,1,1,2,2018
1598,ESPANYOL,VILLARREAL,3-1,1-1,8.0,7.8,5.4,55,45,8.0,12.0,28.0,8.0,10.0,12.0,88.0,6.0,22.0,13.0,3.0,0.0,0.0,3.0,6.0,13.0,4.0,3.0,20.0,85.0,9.0,26.0,8.0,2.0,0.0,0.0,3,1,1,3,2018
1599,VALENCIA,BARCELONA,1-1,1-1,4.6,6.4,6.8,24,76,5.0,3.0,10.0,2.0,5.0,10.0,77.0,8.0,25.0,11.0,2.0,0.0,0.0,3.0,5.0,10.0,2.0,2.0,14.0,91.0,8.0,10.0,6.0,2.0,0.0,0.0,1,1,1,1,2018
1600,CELTA,ALAVÉS,0-1,0-0,4.2,6.2,6.2,61,39,5.0,9.0,19.0,5.0,6.0,22.0,84.0,25.0,16.0,9.0,2.0,0.0,0.0,3.0,2.0,9.0,4.0,2.0,27.0,75.0,14.0,28.0,12.0,3.0,0.0,0.0,0,1,1,0,2018
1601,REAL MADRID,LEVANTE,1-2,0-2,7.6,7.0,6.4,70,30,13.0,12.0,33.0,8.0,15.0,20.0,90.0,15.0,6.0,10.0,1.0,0.0,0.0,3.0,2.0,6.0,1.0,1.0,10.0,70.0,7.0,36.0,19.0,2.0,0.0,0.0,1,2,2,1,2018
1602,VALENCIA,LEGANÉS,1-1,0-0,4.8,6.0,6.3,59,41,9.0,4.0,18.0,5.0,10.0,23.0,84.0,11.0,11.0,9.0,1.0,0.0,0.0,2.0,5.0,7.0,0.0,1.0,14.0,76.0,17.0,44.0,13.0,2.0,0.0,0.0,1,1,1,1,2018
1603,VILLARREAL,ATLETICO MADRID,1-1,0-0,5.4,6.5,6.1,53,47,5.0,6.0,18.0,7.0,8.0,21.0,82.0,21.0,28.0,16.0,3.0,0.0,0.0,5.0,4.0,15.0,6.0,7.0,24.0,79.0,21.0,22.0,9.0,1.0,0.0,0.0,1,1,1,1,2018
1604,BARCELONA,SEVILLA FC,4-2,2-0,10.0,7.5,4.8,53,47,9.0,9.0,23.0,5.0,5.0,26.0,86.0,16.0,26.0,10.0,0.0,0.0,0.0,8.0,6.0,19.0,5.0,7.0,14.0,83.0,11.0,8.0,16.0,1.0,0.0,0.0,4,2,2,4,2018
1605,RAYO VALLECANO,GETAFE,1-2,0-0,5.1,5.4,5.9,66,34,2.0,3.0,10.0,5.0,6.0,15.0,78.0,16.0,11.0,14.0,4.0,1.0,0.0,2.0,2.0,5.0,1.0,2.0,25.0,61.0,22.0,19.0,25.0,5.0,0.0,0.0,1,2,2,1,2018
1606,EIBAR,ATHLETIC,1-1,1-1,4.3,6.6,5.5,61,39,8.0,6.0,18.0,4.0,8.0,42.0,73.0,26.0,12.0,7.0,2.0,0.0,0.0,3.0,3.0,6.0,0.0,2.0,19.0,61.0,15.0,34.0,13.0,3.0,0.0,0.0,1,1,1,1,2018
1607,HUESCA,ESPANYOL,0-2,0-1,3.8,5.6,6.9,53,47,5.0,2.0,10.0,3.0,6.0,24.0,82.0,12.0,9.0,21.0,3.0,0.0,0.0,4.0,2.0,6.0,0.0,4.0,22.0,78.0,14.0,31.0,14.0,3.0,0.0,0.0,0,2,2,0,2018
1608,REAL BETIS,VALLADOLID,0-1,0-1,3.6,6.4,6.7,63,37,6.0,4.0,20.0,10.0,9.0,11.0,89.0,13.0,8.0,7.0,0.0,0.0,0.0,3.0,2.0,6.0,1.0,6.0,14.0,75.0,13.0,34.0,10.0,4.0,0.0,0.0,0,1,1,0,2018
1609,REAL SOCIEDAD,GIRONA,0-0,0-0,3.7,6.4,6.4,54,46,4.0,8.0,14.0,2.0,7.0,24.0,81.0,24.0,38.0,14.0,3.0,0.0,0.0,5.0,2.0,12.0,5.0,6.0,25.0,77.0,23.0,19.0,15.0,1.0,0.0,0.0,0,0,0,0,2018
1610,VALLADOLID,ESPANYOL,1-1,0-1,4.6,6.1,6.6,55,45,10.0,2.0,15.0,3.0,5.0,17.0,86.0,12.0,12.0,16.0,4.0,0.0,0.0,3.0,3.0,10.0,4.0,2.0,18.0,79.0,14.0,26.0,16.0,2.0,0.0,0.0,1,1,1,1,2018
1611,GIRONA,RAYO VALLECANO,2-1,2-0,6.2,6.7,5.3,44,56,8.0,6.0,14.0,0.0,4.0,12.0,80.0,18.0,30.0,11.0,1.0,0.0,1.0,6.0,5.0,14.0,3.0,7.0,20.0,81.0,13.0,18.0,16.0,3.0,0.0,0.0,2,1,1,2,2018
1612,ATHLETIC,VALENCIA,0-0,0-0,2.7,6.1,6.0,53,47,8.0,2.0,13.0,3.0,5.0,24.0,77.0,29.0,11.0,25.0,2.0,0.0,0.0,3.0,3.0,11.0,5.0,2.0,24.0,74.0,24.0,24.0,22.0,5.0,0.0,0.0,0,0,0,0,2018
1613,CELTA,EIBAR,4-0,2-0,5.5,7.8,4.9,40,60,2.0,6.0,10.0,2.0,2.0,23.0,64.0,21.0,37.0,9.0,0.0,0.0,0.0,12.0,5.0,17.0,1.0,8.0,38.0,79.0,25.0,10.0,8.0,0.0,0.0,0.0,4,0,0,4,2018
1614,LEVANTE,LEGANÉS,2-0,1-0,5.7,6.5,6.0,42,58,3.0,4.0,9.0,2.0,3.0,20.0,72.0,12.0,26.0,12.0,2.0,0.0,0.0,12.0,6.0,21.0,3.0,2.0,30.0,82.0,15.0,20.0,14.0,2.0,0.0,0.0,2,0,0,2,2018
1615,ATLETICO MADRID,REAL SOCIEDAD,2-0,1-0,3.6,7.1,5.5,61,39,7.0,4.0,14.0,3.0,10.0,23.0,84.0,20.0,14.0,10.0,2.0,0.0,0.0,5.0,0.0,7.0,2.0,1.0,29.0,75.0,16.0,30.0,7.0,1.0,0.0,0.0,2,0,0,2,2018
1616,GETAFE,REAL BETIS,2-0,0-0,4.2,6.9,5.8,31,69,5.0,6.0,15.0,4.0,5.0,25.0,66.0,24.0,26.0,9.0,1.0,0.0,0.0,3.0,3.0,7.0,1.0,4.0,32.0,86.0,20.0,19.0,14.0,2.0,0.0,0.0,2,0,0,2,2018
1617,BARCELONA,REAL MADRID,5-1,2-0,7.7,8.5,4.6,53,47,3.0,8.0,13.0,2.0,4.0,14.0,87.0,9.0,10.0,17.0,2.0,0.0,0.0,9.0,4.0,15.0,2.0,2.0,20.0,85.0,7.0,8.0,14.0,2.0,0.0,0.0,5,1,1,5,2018
1618,ALAVÉS,VILLARREAL,2-1,0-1,6.3,6.6,5.5,48,52,10.0,6.0,19.0,3.0,8.0,18.0,74.0,23.0,18.0,11.0,1.0,0.0,0.0,6.0,2.0,10.0,2.0,4.0,27.0,76.0,18.0,30.0,11.0,1.0,0.0,0.0,2,1,1,2,2018
1619,SEVILLA FC,HUESCA,2-1,0-0,5.5,6.3,5.8,62,38,7.0,4.0,14.0,3.0,4.0,16.0,83.0,22.0,18.0,9.0,2.0,0.0,0.0,6.0,2.0,11.0,3.0,2.0,17.0,73.0,20.0,22.0,14.0,3.0,0.0,0.0,2,1,1,2,2018
1620,LEGANÉS,ATLETICO MADRID,1-1,0-0,4.8,5.9,6.3,45,55,4.0,3.0,8.0,1.0,4.0,19.0,71.0,33.0,19.0,18.0,4.0,0.0,0.0,4.0,4.0,9.0,1.0,7.0,21.0,75.0,27.0,26.0,12.0,2.0,0.0,0.0,1,1,1,1,2018
1621,REAL MADRID,VALLADOLID,2-0,0-0,6.0,7.7,5.2,58,42,5.0,8.0,17.0,4.0,8.0,18.0,90.0,23.0,14.0,14.0,1.0,0.0,0.0,6.0,2.0,12.0,4.0,6.0,11.0,81.0,14.0,27.0,7.0,0.0,0.0,0.0,2,0,0,2,2018
1622,VALENCIA,GIRONA,0-1,0-0,4.8,5.6,6.5,53,47,12.0,9.0,27.0,6.0,11.0,20.0,83.0,24.0,8.0,14.0,4.0,0.0,0.0,1.0,3.0,5.0,1.0,2.0,13.0,79.0,11.0,29.0,13.0,4.0,0.0,0.0,0,1,1,0,2018
1623,RAYO VALLECANO,BARCELONA,2-3,1-1,8.5,5.6,6.7,30,70,6.0,5.0,11.0,0.0,3.0,17.0,78.0,5.0,20.0,23.0,4.0,0.0,0.0,4.0,5.0,10.0,1.0,1.0,17.0,87.0,12.0,13.0,11.0,2.0,0.0,0.0,2,3,3,2,2018
1624,EIBAR,ALAVÉS,2-1,0-1,7.9,6.5,5.0,72,28,9.0,7.0,22.0,6.0,12.0,29.0,84.0,28.0,9.0,11.0,3.0,0.0,1.0,5.0,3.0,9.0,1.0,1.0,19.0,59.0,25.0,49.0,7.0,0.0,0.0,1.0,2,1,1,2,2018
1625,VILLARREAL,LEVANTE,1-1,0-0,5.0,6.5,6.1,58,42,14.0,4.0,23.0,5.0,5.0,21.0,80.0,15.0,6.0,14.0,3.0,0.0,0.0,5.0,2.0,13.0,6.0,4.0,16.0,76.0,16.0,36.0,10.0,3.0,0.0,0.0,1,1,1,1,2018
1626,REAL SOCIEDAD,SEVILLA FC,0-0,0-0,2.3,6.3,6.5,52,48,5.0,1.0,11.0,5.0,7.0,27.0,82.0,14.0,17.0,8.0,1.0,0.0,0.0,5.0,1.0,8.0,2.0,7.0,18.0,82.0,13.0,27.0,17.0,3.0,0.0,0.0,0,0,0,0,2018
1627,HUESCA,GETAFE,1-1,0-0,5.1,6.2,5.1,54,46,5.0,7.0,18.0,6.0,10.0,23.0,62.0,26.0,27.0,18.0,5.0,0.0,0.0,4.0,2.0,8.0,2.0,2.0,33.0,58.0,37.0,31.0,13.0,3.0,0.0,0.0,1,1,1,1,2018
1628,REAL BETIS,CELTA,3-3,1-0,9.8,6.1,6.7,59,41,7.0,6.0,14.0,1.0,4.0,19.0,84.0,15.0,11.0,12.0,4.0,0.0,0.0,4.0,8.0,15.0,3.0,4.0,33.0,77.0,8.0,15.0,11.0,2.0,0.0,0.0,3,3,3,3,2018
1629,ESPANYOL,ATHLETIC,1-0,1-0,3.1,6.7,6.0,41,59,5.0,3.0,8.0,0.0,2.0,23.0,78.0,13.0,24.0,15.0,1.0,0.0,0.0,5.0,2.0,10.0,3.0,1.0,18.0,82.0,16.0,16.0,13.0,3.0,0.0,0.0,1,0,0,1,2018
1630,LEVANTE,REAL SOCIEDAD,1-3,1-0,6.1,5.1,7.6,47,53,7.0,2.0,17.0,8.0,6.0,19.0,80.0,12.0,12.0,17.0,6.0,0.0,0.0,5.0,4.0,15.0,6.0,4.0,29.0,81.0,9.0,28.0,12.0,1.0,0.0,0.0,1,3,3,1,2018
1631,VALLADOLID,EIBAR,0-0,0-0,2.9,5.6,6.6,50,50,7.0,1.0,9.0,1.0,4.0,26.0,76.0,16.0,14.0,16.0,2.0,0.0,0.0,7.0,6.0,16.0,3.0,4.0,16.0,76.0,20.0,14.0,15.0,3.0,1.0,0.0,0,0,0,0,2018
1632,GETAFE,VALENCIA,0-1,0-0,4.4,4.8,6.4,38,62,12.0,3.0,17.0,2.0,6.0,16.0,65.0,19.0,19.0,23.0,2.0,1.0,0.0,4.0,3.0,7.0,0.0,4.0,19.0,79.0,17.0,23.0,8.0,3.0,0.0,0.0,0,1,1,0,2018
1633,ATLETICO MADRID,ATHLETIC,3-2,0-1,8.2,6.5,5.5,51,49,2.0,3.0,9.0,4.0,12.0,20.0,77.0,15.0,18.0,8.0,5.0,0.0,0.0,1.0,5.0,6.0,0.0,2.0,19.0,78.0,26.0,22.0,15.0,4.0,0.0,0.0,3,2,2,3,2018
1634,GIRONA,LEGANÉS,0-0,0-0,2.4,6.7,5.8,59,41,5.0,0.0,5.0,0.0,0.0,28.0,82.0,22.0,35.0,13.0,1.0,0.0,0.0,4.0,2.0,11.0,5.0,6.0,27.0,73.0,37.0,29.0,13.0,4.0,0.0,0.0,0,0,0,0,2018
1635,ALAVÉS,HUESCA,2-1,1-1,5.2,6.4,5.6,50,50,4.0,5.0,13.0,4.0,5.0,21.0,73.0,34.0,29.0,20.0,3.0,0.0,0.0,3.0,2.0,9.0,4.0,4.0,22.0,74.0,23.0,26.0,13.0,4.0,0.0,0.0,2,1,1,2,2018
1636,BARCELONA,REAL BETIS,3-4,0-2,10.0,5.3,7.3,54,46,10.0,5.0,20.0,5.0,10.0,23.0,85.0,12.0,6.0,13.0,3.0,1.0,0.0,5.0,8.0,15.0,2.0,5.0,6.0,83.0,11.0,25.0,11.0,2.0,0.0,0.0,3,4,4,3,2018
1637,RAYO VALLECANO,VILLARREAL,2-2,1-1,8.3,6.5,5.8,59,41,5.0,7.0,15.0,3.0,8.0,25.0,83.0,15.0,21.0,7.0,1.0,0.0,0.0,4.0,5.0,11.0,2.0,4.0,18.0,81.0,10.0,27.0,12.0,2.0,1.0,0.0,2,2,2,2,2018
